voucher_no,line_no,posting_date,entry_time,account_code,account_name,debit,credit,department,supplier,prepared_by,approved_by,description
JV000621,4,2025-02-20,2025-02-20 11:03:28,6401,Cost of sales 主营业务成本,32383.57,,Sales,,prep03,appr02,Sales invoice
JV000621,5,2025-02-20,2025-02-20 11:03:28,1405,Inventory 库存商品,,32383.57,Sales,,prep03,appr02,Sales invoice
JV000622,1,2025-02-20,2025-02-20 11:09:01,1405,Inventory 库存商品,11688.55,,Production,Tianrui Materials 天瑞物资,prep05,appr03,Purchase of materials
JV000622,2,2025-02-20,2025-02-20 11:09:01,222101,Input VAT 应交增值税-进项税额,1519.51,,Production,Tianrui Materials 天瑞物资,prep05,appr03,Purchase of materials
JV000622,3,2025-02-20,2025-02-20 11:09:01,2202,Accounts payable 应付账款,,13208.06,Production,Tianrui Materials 天瑞物资,prep05,appr03,Purchase of materials
JV000623,1,2025-02-20,2025-02-20 12:02:48,1002,Bank deposits 银行存款,50229.84,,Sales,,prep03,appr02,Receipt from Fuyuan Supermarkets 富源超市
JV000623,2,2025-02-20,2025-02-20 12:02:48,1122,Accounts receivable 应收账款,,50229.84,Sales,,prep03,appr02,Receipt from Fuyuan Supermarkets 富源超市
JV000624,1,2025-02-20,2025-02-20 13:04:17,1405,Inventory 库存商品,14364.27,,Production,Huamei Textiles 华美纺织,prep03,appr01,Purchase of materials
JV000624,2,2025-02-20,2025-02-20 13:04:17,222101,Input VAT 应交增值税-进项税额,1867.36,,Production,Huamei Textiles 华美纺织,prep03,appr01,Purchase of materials
JV000624,3,2025-02-20,2025-02-20 13:04:17,2202,Accounts payable 应付账款,,16231.63,Production,Huamei Textiles 华美纺织,prep03,appr01,Purchase of materials
JV000625,1,2025-02-20,2025-02-20 13:16:22,6611,Advertising 广告宣传费,16651.68,,Sales,Xingchen Advertising 星辰广告,prep02,appr03,Advertising services
JV000625,2,2025-02-20,2025-02-20 13:16:22,222101,Input VAT 应交增值税-进项税额,999.10,,Sales,Xingchen Advertising 星辰广告,prep02,appr03,Advertising services
JV000625,3,2025-02-20,2025-02-20 13:16:22,2202,Accounts payable 应付账款,,17650.78,Sales,Xingchen Advertising 星辰广告,prep02,appr03,Advertising services
JV000626,1,2025-02-20,2025-02-20 13:16:39,1122,Accounts receivable 应收账款,34642.31,,Sales,,prep03,appr02,Sales invoice
JV000626,2,2025-02-20,2025-02-20 13:16:39,6001,Sales revenue 主营业务收入,,30656.91,Sales,,prep03,appr02,Sales invoice
JV000626,3,2025-02-20,2025-02-20 13:16:39,222102,Output VAT 应交增值税-销项税额,,3985.40,Sales,,prep03,appr02,Sales invoice
JV000626,4,2025-02-20,2025-02-20 13:16:39,6401,Cost of sales 主营业务成本,17512.63,,Sales,,prep03,appr02,Sales invoice
JV000626,5,2025-02-20,2025-02-20 13:16:39,1405,Inventory 库存商品,,17512.63,Sales,,prep03,appr02,Sales invoice
JV000627,1,2025-02-20,2025-02-20 13:17:03,1405,Inventory 库存商品,15428.31,,Production,Hongyu Electronics 鸿宇电子,prep01,appr02,Purchase of materials
JV000627,2,2025-02-20,2025-02-20 13:17:03,222101,Input VAT 应交增值税-进项税额,2005.68,,Production,Hongyu Electronics 鸿宇电子,prep01,appr02,Purchase of materials
JV000627,3,2025-02-20,2025-02-20 13:17:03,2202,Accounts payable 应付账款,,17433.99,Production,Hongyu Electronics 鸿宇电子,prep01,appr02,Purchase of materials
JV000628,1,2025-02-20,2025-02-20 13:25:49,1405,Inventory 库存商品,6735.14,,Production,Dingxin Steel 鼎鑫钢材,prep05,appr03,Purchase of materials
JV000628,2,2025-02-20,2025-02-20 13:25:49,222101,Input VAT 应交增值税-进项税额,875.57,,Production,Dingxin Steel 鼎鑫钢材,prep05,appr03,Purchase of materials
JV000628,3,2025-02-20,2025-02-20 13:25:49,2202,Accounts payable 应付账款,,7610.71,Production,Dingxin Steel 鼎鑫钢材,prep05,appr03,Purchase of materials
JV000629,1,2025-02-20,2025-02-20 16:36:21,6602,Office supplies 办公费,517.50,,Production,Jiayi Printing 嘉艺印务,prep01,appr03,Office supplies
JV000629,2,2025-02-20,2025-02-20 16:36:21,1002,Bank deposits 银行存款,,517.50,Production,Jiayi Printing 嘉艺印务,prep01,appr03,Office supplies
JV000630,1,2025-02-20,2025-02-20 16:59:46,6609,Repairs and maintenance 修理费,3704.91,,Production,Anjie Equipment Repair 安捷设备维修,prep03,appr01,Repair services
JV000630,2,2025-02-20,2025-02-20 16:59:46,222101,Input VAT 应交增值税-进项税额,481.64,,Production,Anjie Equipment Repair 安捷设备维修,prep03,appr01,Repair services
JV000630,3,2025-02-20,2025-02-20 16:59:46,2202,Accounts payable 应付账款,,4186.55,Production,Anjie Equipment Repair 安捷设备维修,prep03,appr01,Repair services
JV000631,1,2025-02-20,2025-02-20 17:20:01,1122,Accounts receivable 应收账款,45976.37,,Sales,,prep04,appr02,Sales invoice
JV000631,2,2025-02-20,2025-02-20 17:20:01,6001,Sales revenue 主营业务收入,,40687.05,Sales,,prep04,appr02,Sales invoice
JV000631,3,2025-02-20,2025-02-20 17:20:01,222102,Output VAT 应交增值税-销项税额,,5289.32,Sales,,prep04,appr02,Sales invoice
JV000631,4,2025-02-20,2025-02-20 17:20:01,6401,Cost of sales 主营业务成本,26573.94,,Sales,,prep04,appr02,Sales invoice
JV000631,5,2025-02-20,2025-02-20 17:20:01,1405,Inventory 库存商品,,26573.94,Sales,,prep04,appr02,Sales invoice
JV000632,1,2025-02-20,2025-02-20 18:15:06,1405,Inventory 库存商品,4654.01,,Production,Kangda Metals 康达金属,prep03,appr01,Purchase of materials
JV000632,2,2025-02-20,2025-02-20 18:15:06,222101,Input VAT 应交增值税-进项税额,605.02,,Production,Kangda Metals 康达金属,prep03,appr01,Purchase of materials
JV000632,3,2025-02-20,2025-02-20 18:15:06,2202,Accounts payable 应付账款,,5259.03,Production,Kangda Metals 康达金属,prep03,appr01,Purchase of materials
JV000633,1,2025-02-20,2025-02-21 09:54:27,6609,Repairs and maintenance 修理费,946.05,,Production,Wanli Facility Services 万里设施服务,prep04,appr01,Repair services
JV000633,2,2025-02-20,2025-02-21 09:54:27,222101,Input VAT 应交增值税-进项税额,122.99,,Production,Wanli Facility Services 万里设施服务,prep04,appr01,Repair services
JV000633,3,2025-02-20,2025-02-21 09:54:27,2202,Accounts payable 应付账款,,1069.04,Production,Wanli Facility Services 万里设施服务,prep04,appr01,Repair services
JV000634,1,2025-02-20,2025-02-21 10:16:52,1405,Inventory 库存商品,3825.47,,Production,Lianchuang Parts 联创配件,prep04,appr01,Purchase of materials
JV000634,2,2025-02-20,2025-02-21 10:16:52,222101,Input VAT 应交增值税-进项税额,497.31,,Production,Lianchuang Parts 联创配件,prep04,appr01,Purchase of materials
JV000634,3,2025-02-20,2025-02-21 10:16:52,2202,Accounts payable 应付账款,,4322.78,Production,Lianchuang Parts 联创配件,prep04,appr01,Purchase of materials
JV000635,1,2025-02-20,2025-02-21 14:33:12,1405,Inventory 库存商品,2101.18,,Production,Ruifeng Components 瑞丰元件,prep01,appr01,Purchase of materials
JV000635,2,2025-02-20,2025-02-21 14:33:12,222101,Input VAT 应交增值税-进项税额,273.15,,Production,Ruifeng Components 瑞丰元件,prep01,appr01,Purchase of materials
JV000635,3,2025-02-20,2025-02-21 14:33:12,2202,Accounts payable 应付账款,,2374.33,Production,Ruifeng Components 瑞丰元件,prep01,appr01,Purchase of materials
JV000636,1,2025-02-20,2025-02-21 15:19:58,1002,Bank deposits 银行存款,190892.70,,Sales,,prep02,appr02,Receipt from Anping Hardware 安平五金
JV000636,2,2025-02-20,2025-02-21 15:19:58,1122,Accounts receivable 应收账款,,190892.70,Sales,,prep02,appr02,Receipt from Anping Hardware 安平五金
JV000637,1,2025-02-20,2025-02-21 15:21:44,1122,Accounts receivable 应收账款,44387.70,,Sales,,prep01,appr02,Sales invoice
JV000637,2,2025-02-20,2025-02-21 15:21:44,6001,Sales revenue 主营业务收入,,39281.15,Sales,,prep01,appr02,Sales invoice
JV000637,3,2025-02-20,2025-02-21 15:21:44,222102,Output VAT 应交增值税-销项税额,,5106.55,Sales,,prep01,appr02,Sales invoice
JV000637,4,2025-02-20,2025-02-21 15:21:44,6401,Cost of sales 主营业务成本,22287.53,,Sales,,prep01,appr02,Sales invoice
JV000637,5,2025-02-20,2025-02-21 15:21:44,1405,Inventory 库存商品,,22287.53,Sales,,prep01,appr02,Sales invoice
JV000638,1,2025-02-20,2025-02-21 16:23:04,1122,Accounts receivable 应收账款,102418.01,,Sales,,prep05,appr01,Sales invoice
JV000638,2,2025-02-20,2025-02-21 16:23:04,6001,Sales revenue 主营业务收入,,90635.41,Sales,,prep05,appr01,Sales invoice
JV000638,3,2025-02-20,2025-02-21 16:23:04,222102,Output VAT 应交增值税-销项税额,,11782.60,Sales,,prep05,appr01,Sales invoice
JV000638,4,2025-02-20,2025-02-21 16:23:04,6401,Cost of sales 主营业务成本,62805.47,,Sales,,prep05,appr01,Sales invoice
JV000638,5,2025-02-20,2025-02-21 16:23:04,1405,Inventory 库存商品,,62805.47,Sales,,prep05,appr01,Sales invoice
JV000639,1,2025-02-21,2025-02-21 09:27:43,1002,Bank deposits 银行存款,124863.19,,Sales,,prep01,appr03,Receipt from Shunfa Wholesale 顺发批发
JV000639,2,2025-02-21,2025-02-21 09:27:43,1122,Accounts receivable 应收账款,,124863.19,Sales,,prep01,appr03,Receipt from Shunfa Wholesale 顺发批发
JV000640,1,2025-02-21,2025-02-21 11:22:12,1122,Accounts receivable 应收账款,90849.49,,Sales,,prep05,appr03,Sales invoice
JV000640,2,2025-02-21,2025-02-21 11:22:12,6001,Sales revenue 主营业务收入,,80397.78,Sales,,prep05,appr03,Sales invoice
JV000640,3,2025-02-21,2025-02-21 11:22:12,222102,Output VAT 应交增值税-销项税额,,10451.71,Sales,,prep05,appr03,Sales invoice
JV000640,4,2025-02-21,2025-02-21 11:22:12,6401,Cost of sales 主营业务成本,52419.77,,Sales,,prep05,appr03,Sales invoice
JV000640,5,2025-02-21,2025-02-21 11:22:12,1405,Inventory 库存商品,,52419.77,Sales,,prep05,appr03,Sales invoice
JV000641,1,2025-02-21,2025-02-21 11:25:31,1405,Inventory 库存商品,5867.72,,Production,Dingxin Steel 鼎鑫钢材,prep01,appr01,Purchase of materials
JV000641,2,2025-02-21,2025-02-21 11:25:31,222101,Input VAT 应交增值税-进项税额,762.80,,Production,Dingxin Steel 鼎鑫钢材,prep01,appr01,Purchase of materials
JV000641,3,2025-02-21,2025-02-21 11:25:31,2202,Accounts payable 应付账款,,6630.52,Production,Dingxin Steel 鼎鑫钢材,prep01,appr01,Purchase of materials
JV000642,1,2025-02-21,2025-02-21 11:31:40,6611,Advertising 广告宣传费,28728.00,,Sales,Xingchen Advertising 星辰广告,prep04,appr02,Advertising services
JV000642,2,2025-02-21,2025-02-21 11:31:40,222101,Input VAT 应交增值税-进项税额,1723.68,,Sales,Xingchen Advertising 星辰广告,prep04,appr02,Advertising services
JV000642,3,2025-02-21,2025-02-21 11:31:40,2202,Accounts payable 应付账款,,30451.68,Sales,Xingchen Advertising 星辰广告,prep04,appr02,Advertising services
JV000643,1,2025-02-21,2025-02-21 12:18:49,6601,Travel expense 差旅费,1682.21,,Admin,Yunfan Ticketing 云帆票务,prep01,appr02,Business travel
JV000643,2,2025-02-21,2025-02-21 12:18:49,1002,Bank deposits 银行存款,,1682.21,Admin,Yunfan Ticketing 云帆票务,prep01,appr02,Business travel
JV000644,1,2025-02-21,2025-02-21 12:53:19,6602,Office supplies 办公费,1112.11,,IT,Huaxin Office Supplies 华信办公用品,prep03,appr01,Office supplies
JV000644,2,2025-02-21,2025-02-21 12:53:19,1002,Bank deposits 银行存款,,1112.11,IT,Huaxin Office Supplies 华信办公用品,prep03,appr01,Office supplies
JV000645,1,2025-02-21,2025-02-21 12:57:17,6601,Travel expense 差旅费,2362.63,,IT,Jietu Travel Service 捷途旅行社,prep03,appr02,Business travel
JV000645,2,2025-02-21,2025-02-21 12:57:17,1002,Bank deposits 银行存款,,2362.63,IT,Jietu Travel Service 捷途旅行社,prep03,appr02,Business travel
JV000646,1,2025-02-21,2025-02-21 13:19:27,1405,Inventory 库存商品,8042.80,,Production,Kangda Metals 康达金属,prep04,appr03,Purchase of materials
JV000646,2,2025-02-21,2025-02-21 13:19:27,222101,Input VAT 应交增值税-进项税额,1045.56,,Production,Kangda Metals 康达金属,prep04,appr03,Purchase of materials
JV000646,3,2025-02-21,2025-02-21 13:19:27,2202,Accounts payable 应付账款,,9088.36,Production,Kangda Metals 康达金属,prep04,appr03,Purchase of materials
JV000647,1,2025-02-21,2025-02-21 13:44:23,1002,Bank deposits 银行存款,24772.73,,Sales,,prep03,appr01,Receipt from Minghui Manufacturing 明辉制造
JV000647,2,2025-02-21,2025-02-21 13:44:23,1122,Accounts receivable 应收账款,,24772.73,Sales,,prep03,appr01,Receipt from Minghui Manufacturing 明辉制造
JV000648,1,2025-02-21,2025-02-21 15:43:55,1405,Inventory 库存商品,9854.99,,Production,Baocheng Plastics 宝成塑料,prep01,appr03,Purchase of materials
JV000648,2,2025-02-21,2025-02-21 15:43:55,222101,Input VAT 应交增值税-进项税额,1281.15,,Production,Baocheng Plastics 宝成塑料,prep01,appr03,Purchase of materials
JV000648,3,2025-02-21,2025-02-21 15:43:55,2202,Accounts payable 应付账款,,11136.14,Production,Baocheng Plastics 宝成塑料,prep01,appr03,Purchase of materials
JV000649,1,2025-02-21,2025-02-21 15:46:11,1405,Inventory 库存商品,7888.04,,Production,Jiahe Packaging 嘉禾包装,prep01,appr01,Purchase of materials
JV000649,2,2025-02-21,2025-02-21 15:46:11,222101,Input VAT 应交增值税-进项税额,1025.45,,Production,Jiahe Packaging 嘉禾包装,prep01,appr01,Purchase of materials
JV000649,3,2025-02-21,2025-02-21 15:46:11,2202,Accounts payable 应付账款,,8913.49,Production,Jiahe Packaging 嘉禾包装,prep01,appr01,Purchase of materials
JV000650,1,2025-02-21,2025-02-21 16:28:46,1002,Bank deposits 银行存款,66104.02,,Sales,,prep05,appr02,Receipt from Minghui Manufacturing 明辉制造
JV000650,2,2025-02-21,2025-02-21 16:28:46,1122,Accounts receivable 应收账款,,66104.02,Sales,,prep05,appr02,Receipt from Minghui Manufacturing 明辉制造
JV000651,1,2025-02-21,2025-02-21 16:40:46,6601,Travel expense 差旅费,6491.04,,Sales,Jietu Travel Service 捷途旅行社,prep02,appr03,Business travel
JV000651,2,2025-02-21,2025-02-21 16:40:46,1002,Bank deposits 银行存款,,6491.04,Sales,Jietu Travel Service 捷途旅行社,prep02,appr03,Business travel
JV000652,1,2025-02-21,2025-02-21 17:18:52,1405,Inventory 库存商品,7153.80,,Production,Lianchuang Parts 联创配件,prep01,appr02,Purchase of materials
JV000652,2,2025-02-21,2025-02-21 17:18:52,222101,Input VAT 应交增值税-进项税额,929.99,,Production,Lianchuang Parts 联创配件,prep01,appr02,Purchase of materials
JV000652,3,2025-02-21,2025-02-21 17:18:52,2202,Accounts payable 应付账款,,8083.79,Production,Lianchuang Parts 联创配件,prep01,appr02,Purchase of materials
JV000653,1,2025-02-21,2025-02-21 17:57:47,1405,Inventory 库存商品,8149.86,,Production,Tianrui Materials 天瑞物资,prep05,appr02,Purchase of materials
JV000653,2,2025-02-21,2025-02-21 17:57:47,222101,Input VAT 应交增值税-进项税额,1059.48,,Production,Tianrui Materials 天瑞物资,prep05,appr02,Purchase of materials
JV000653,3,2025-02-21,2025-02-21 17:57:47,2202,Accounts payable 应付账款,,9209.34,Production,Tianrui Materials 天瑞物资,prep05,appr02,Purchase of materials
JV000654,1,2025-02-21,2025-02-24 09:05:30,1002,Bank deposits 银行存款,154822.72,,Sales,,prep05,appr03,Receipt from Jinhai Industrial 金海实业
JV000654,2,2025-02-21,2025-02-24 09:05:30,1122,Accounts receivable 应收账款,,154822.72,Sales,,prep05,appr03,Receipt from Jinhai Industrial 金海实业
JV000655,1,2025-02-21,2025-02-24 09:54:11,1122,Accounts receivable 应收账款,41082.37,,Sales,,prep03,appr02,Sales invoice
JV000655,2,2025-02-21,2025-02-24 09:54:11,6001,Sales revenue 主营业务收入,,36356.08,Sales,,prep03,appr02,Sales invoice
JV000655,3,2025-02-21,2025-02-24 09:54:11,222102,Output VAT 应交增值税-销项税额,,4726.29,Sales,,prep03,appr02,Sales invoice
JV000655,4,2025-02-21,2025-02-24 09:54:11,6401,Cost of sales 主营业务成本,22132.70,,Sales,,prep03,appr02,Sales invoice
JV000655,5,2025-02-21,2025-02-24 09:54:11,1405,Inventory 库存商品,,22132.70,Sales,,prep03,appr02,Sales invoice
JV000656,1,2025-02-21,2025-02-24 12:28:29,6601,Travel expense 差旅费,2522.12,,IT,Jietu Travel Service 捷途旅行社,prep05,appr01,Business travel
JV000656,2,2025-02-21,2025-02-24 12:28:29,1002,Bank deposits 银行存款,,2522.12,IT,Jietu Travel Service 捷途旅行社,prep05,appr01,Business travel
JV000657,1,2025-02-21,2025-02-24 14:25:41,1405,Inventory 库存商品,5714.45,,Production,Jiahe Packaging 嘉禾包装,prep05,appr01,Purchase of materials
JV000657,2,2025-02-21,2025-02-24 14:25:41,222101,Input VAT 应交增值税-进项税额,742.88,,Production,Jiahe Packaging 嘉禾包装,prep05,appr01,Purchase of materials
JV000657,3,2025-02-21,2025-02-24 14:25:41,2202,Accounts payable 应付账款,,6457.33,Production,Jiahe Packaging 嘉禾包装,prep05,appr01,Purchase of materials
JV000658,1,2025-02-21,2025-02-24 16:20:22,1405,Inventory 库存商品,3980.92,,Production,Lianchuang Parts 联创配件,prep02,appr02,Purchase of materials
JV000658,2,2025-02-21,2025-02-24 16:20:22,222101,Input VAT 应交增值税-进项税额,517.52,,Production,Lianchuang Parts 联创配件,prep02,appr02,Purchase of materials
JV000658,3,2025-02-21,2025-02-24 16:20:22,2202,Accounts payable 应付账款,,4498.44,Production,Lianchuang Parts 联创配件,prep02,appr02,Purchase of materials
JV000659,1,2025-02-21,2025-02-24 16:23:44,1122,Accounts receivable 应收账款,27053.87,,Sales,,prep04,appr02,Sales invoice
JV000659,2,2025-02-21,2025-02-24 16:23:44,6001,Sales revenue 主营业务收入,,23941.48,Sales,,prep04,appr02,Sales invoice
JV000659,3,2025-02-21,2025-02-24 16:23:44,222102,Output VAT 应交增值税-销项税额,,3112.39,Sales,,prep04,appr02,Sales invoice
JV000659,4,2025-02-21,2025-02-24 16:23:44,6401,Cost of sales 主营业务成本,14114.01,,Sales,,prep04,appr02,Sales invoice
JV000659,5,2025-02-21,2025-02-24 16:23:44,1405,Inventory 库存商品,,14114.01,Sales,,prep04,appr02,Sales invoice
JV000660,1,2025-02-21,2025-02-24 16:30:10,6602,Office supplies 办公费,1093.84,,IT,Huaxin Office Supplies 华信办公用品,prep02,appr01,Office supplies
JV000660,2,2025-02-21,2025-02-24 16:30:10,1002,Bank deposits 银行存款,,1093.84,IT,Huaxin Office Supplies 华信办公用品,prep02,appr01,Office supplies
JV000661,1,2025-02-21,2025-02-25 10:01:20,1122,Accounts receivable 应收账款,62627.59,,Sales,,prep01,appr02,Sales invoice
JV000661,2,2025-02-21,2025-02-25 10:01:20,6001,Sales revenue 主营业务收入,,55422.65,Sales,,prep01,appr02,Sales invoice
JV000661,3,2025-02-21,2025-02-25 10:01:20,222102,Output VAT 应交增值税-销项税额,,7204.94,Sales,,prep01,appr02,Sales invoice
JV000661,4,2025-02-21,2025-02-25 10:01:20,6401,Cost of sales 主营业务成本,34894.57,,Sales,,prep01,appr02,Sales invoice
JV000661,5,2025-02-21,2025-02-25 10:01:20,1405,Inventory 库存商品,,34894.57,Sales,,prep01,appr02,Sales invoice
JV000662,1,2025-02-21,2025-02-25 10:25:08,6601,Travel expense 差旅费,2907.82,,Admin,Yunfan Ticketing 云帆票务,prep02,appr01,Business travel
JV000662,2,2025-02-21,2025-02-25 10:25:08,1002,Bank deposits 银行存款,,2907.82,Admin,Yunfan Ticketing 云帆票务,prep02,appr01,Business travel
JV000663,1,2025-02-21,2025-02-25 11:56:16,1122,Accounts receivable 应收账款,135529.76,,Sales,,prep03,appr03,Sales invoice
JV000663,2,2025-02-21,2025-02-25 11:56:16,6001,Sales revenue 主营业务收入,,119937.84,Sales,,prep03,appr03,Sales invoice
JV000663,3,2025-02-21,2025-02-25 11:56:16,222102,Output VAT 应交增值税-销项税额,,15591.92,Sales,,prep03,appr03,Sales invoice
JV000663,4,2025-02-21,2025-02-25 11:56:16,6401,Cost of sales 主营业务成本,69320.77,,Sales,,prep03,appr03,Sales invoice
JV000663,5,2025-02-21,2025-02-25 11:56:16,1405,Inventory 库存商品,,69320.77,Sales,,prep03,appr03,Sales invoice
JV000664,1,2025-02-24,2025-02-24 09:02:23,1002,Bank deposits 银行存款,152999.94,,Sales,,prep04,appr01,Receipt from Anping Hardware 安平五金
JV000664,2,2025-02-24,2025-02-24 09:02:23,1122,Accounts receivable 应收账款,,152999.94,Sales,,prep04,appr01,Receipt from Anping Hardware 安平五金
JV000665,1,2025-02-24,2025-02-24 09:18:44,6601,Travel expense 差旅费,1771.99,,Production,Jietu Travel Service 捷途旅行社,prep02,appr02,Business travel
JV000665,2,2025-02-24,2025-02-24 09:18:44,1002,Bank deposits 银行存款,,1771.99,Production,Jietu Travel Service 捷途旅行社,prep02,appr02,Business travel
JV000666,1,2025-02-24,2025-02-24 09:25:24,1122,Accounts receivable 应收账款,93444.69,,Sales,,prep04,appr01,Sales invoice
JV000666,2,2025-02-24,2025-02-24 09:25:24,6001,Sales revenue 主营业务收入,,82694.42,Sales,,prep04,appr01,Sales invoice
JV000666,3,2025-02-24,2025-02-24 09:25:24,222102,Output VAT 应交增值税-销项税额,,10750.27,Sales,,prep04,appr01,Sales invoice
JV000666,4,2025-02-24,2025-02-24 09:25:24,6401,Cost of sales 主营业务成本,51736.35,,Sales,,prep04,appr01,Sales invoice
JV000666,5,2025-02-24,2025-02-24 09:25:24,1405,Inventory 库存商品,,51736.35,Sales,,prep04,appr01,Sales invoice
JV000667,1,2025-02-24,2025-02-24 09:26:53,1405,Inventory 库存商品,4590.58,,Production,Huamei Textiles 华美纺织,prep04,appr02,Purchase of materials
JV000667,2,2025-02-24,2025-02-24 09:26:53,222101,Input VAT 应交增值税-进项税额,596.78,,Production,Huamei Textiles 华美纺织,prep04,appr02,Purchase of materials
JV000667,3,2025-02-24,2025-02-24 09:26:53,2202,Accounts payable 应付账款,,5187.36,Production,Huamei Textiles 华美纺织,prep04,appr02,Purchase of materials
JV000668,1,2025-02-24,2025-02-24 09:41:19,1405,Inventory 库存商品,9131.15,,Production,Kangda Metals 康达金属,prep02,appr02,Purchase of materials
JV000668,2,2025-02-24,2025-02-24 09:41:19,222101,Input VAT 应交增值税-进项税额,1187.05,,Production,Kangda Metals 康达金属,prep02,appr02,Purchase of materials
JV000668,3,2025-02-24,2025-02-24 09:41:19,2202,Accounts payable 应付账款,,10318.20,Production,Kangda Metals 康达金属,prep02,appr02,Purchase of materials
JV000669,1,2025-02-24,2025-02-24 10:30:58,1405,Inventory 库存商品,1971.43,,Production,Huamei Textiles 华美纺织,prep03,appr03,Purchase of materials
JV000669,2,2025-02-24,2025-02-24 10:30:58,222101,Input VAT 应交增值税-进项税额,256.29,,Production,Huamei Textiles 华美纺织,prep03,appr03,Purchase of materials
JV000669,3,2025-02-24,2025-02-24 10:30:58,2202,Accounts payable 应付账款,,2227.72,Production,Huamei Textiles 华美纺织,prep03,appr03,Purchase of materials
JV000670,1,2025-02-24,2025-02-24 10:33:35,1002,Bank deposits 银行存款,45986.05,,Sales,,prep02,appr02,Receipt from Tongda Retail 通达零售
JV000670,2,2025-02-24,2025-02-24 10:33:35,1122,Accounts receivable 应收账款,,45986.05,Sales,,prep02,appr02,Receipt from Tongda Retail 通达零售
JV000671,1,2025-02-24,2025-02-24 10:43:19,1405,Inventory 库存商品,9046.93,,Production,Kangda Metals 康达金属,prep04,appr01,Purchase of materials
JV000671,2,2025-02-24,2025-02-24 10:43:19,222101,Input VAT 应交增值税-进项税额,1176.10,,Production,Kangda Metals 康达金属,prep04,appr01,Purchase of materials
JV000671,3,2025-02-24,2025-02-24 10:43:19,2202,Accounts payable 应付账款,,10223.03,Production,Kangda Metals 康达金属,prep04,appr01,Purchase of materials
JV000672,1,2025-02-24,2025-02-24 11:58:44,1122,Accounts receivable 应收账款,60602.26,,Sales,,prep04,appr01,Sales invoice
JV000672,2,2025-02-24,2025-02-24 11:58:44,6001,Sales revenue 主营业务收入,,53630.32,Sales,,prep04,appr01,Sales invoice
JV000672,3,2025-02-24,2025-02-24 11:58:44,222102,Output VAT 应交增值税-销项税额,,6971.94,Sales,,prep04,appr01,Sales invoice
JV000672,4,2025-02-24,2025-02-24 11:58:44,6401,Cost of sales 主营业务成本,37467.29,,Sales,,prep04,appr01,Sales invoice
JV000672,5,2025-02-24,2025-02-24 11:58:44,1405,Inventory 库存商品,,37467.29,Sales,,prep04,appr01,Sales invoice
JV000673,1,2025-02-24,2025-02-24 12:58:44,1122,Accounts receivable 应收账款,72132.41,,Sales,,prep05,appr01,Sales invoice
JV000673,2,2025-02-24,2025-02-24 12:58:44,6001,Sales revenue 主营业务收入,,63833.99,Sales,,prep05,appr01,Sales invoice
JV000673,3,2025-02-24,2025-02-24 12:58:44,222102,Output VAT 应交增值税-销项税额,,8298.42,Sales,,prep05,appr01,Sales invoice
JV000673,4,2025-02-24,2025-02-24 12:58:44,6401,Cost of sales 主营业务成本,35350.03,,Sales,,prep05,appr01,Sales invoice
JV000673,5,2025-02-24,2025-02-24 12:58:44,1405,Inventory 库存商品,,35350.03,Sales,,prep05,appr01,Sales invoice
JV000674,1,2025-02-24,2025-02-24 14:41:18,1002,Bank deposits 银行存款,41577.29,,Sales,,prep05,appr02,Receipt from Minghui Manufacturing 明辉制造
JV000674,2,2025-02-24,2025-02-24 14:41:18,1122,Accounts receivable 应收账款,,41577.29,Sales,,prep05,appr02,Receipt from Minghui Manufacturing 明辉制造
JV000675,1,2025-02-24,2025-02-24 15:01:28,1405,Inventory 库存商品,13750.78,,Production,Lianchuang Parts 联创配件,prep02,appr03,Purchase of materials
JV000675,2,2025-02-24,2025-02-24 15:01:28,222101,Input VAT 应交增值税-进项税额,1787.60,,Production,Lianchuang Parts 联创配件,prep02,appr03,Purchase of materials
JV000675,3,2025-02-24,2025-02-24 15:01:28,2202,Accounts payable 应付账款,,15538.38,Production,Lianchuang Parts 联创配件,prep02,appr03,Purchase of materials
JV000676,1,2025-02-24,2025-02-24 15:26:07,1002,Bank deposits 银行存款,141570.43,,Sales,,prep04,appr01,Receipt from Anping Hardware 安平五金
JV000676,2,2025-02-24,2025-02-24 15:26:07,1122,Accounts receivable 应收账款,,141570.43,Sales,,prep04,appr01,Receipt from Anping Hardware 安平五金
JV000677,1,2025-02-24,2025-02-24 15:40:02,1405,Inventory 库存商品,10528.50,,Production,Hongyu Electronics 鸿宇电子,prep01,appr02,Purchase of materials
JV000677,2,2025-02-24,2025-02-24 15:40:02,222101,Input VAT 应交增值税-进项税额,1368.71,,Production,Hongyu Electronics 鸿宇电子,prep01,appr02,Purchase of materials
JV000677,3,2025-02-24,2025-02-24 15:40:02,2202,Accounts payable 应付账款,,11897.21,Production,Hongyu Electronics 鸿宇电子,prep01,appr02,Purchase of materials
JV000678,1,2025-02-24,2025-02-24 16:38:24,1405,Inventory 库存商品,23372.55,,Production,Lianchuang Parts 联创配件,prep02,appr02,Purchase of materials
JV000678,2,2025-02-24,2025-02-24 16:38:24,222101,Input VAT 应交增值税-进项税额,3038.43,,Production,Lianchuang Parts 联创配件,prep02,appr02,Purchase of materials
