bank_date,amount,counterparty,bank_ref
2025-04-12,-1653.66,Jinyue Restaurant 金悦酒楼,BR000408
2025-04-12,-1309.36,Jinyue Restaurant 金悦酒楼,BR000409
2025-04-13,41082.37,Guangyao Electric 光耀电器,BR000410
2025-04-14,-1154.99,Jinyue Restaurant 金悦酒楼,BR000411
2025-04-14,-526.21,Huaxin Office Supplies 华信办公用品,BR000412
2025-04-14,16394.74,Minghui Manufacturing 明辉制造,BR000413
2025-04-14,18110.25,Jinhai Industrial 金海实业,BR000414
2025-04-14,37210.73,Minghui Manufacturing 明辉制造,BR000415
2025-04-14,66584.54,Fuyuan Supermarkets 富源超市,BR000416
2025-04-14,67122.78,Xinhe Distribution 信和分销,BR000417
2025-04-14,130026.02,Guangyao Electric 光耀电器,BR000418
2025-04-15,-10209.50,Donghu Water and Power 东湖水电,BR000419
2025-04-15,-1077.17,Huaxin Office Supplies 华信办公用品,BR000420
2025-04-15,6352.02,Yuanhang Technology 远航科技,BR000421
2025-04-15,12227.65,Yuanhang Technology 远航科技,BR000422
2025-04-15,28531.00,Shunfa Wholesale 顺发批发,BR000423
2025-04-15,58737.50,Jinhai Industrial 金海实业,BR000424
2025-04-15,152786.60,Tongda Retail 通达零售,BR000425
2025-04-16,-2472.28,Jinyue Restaurant 金悦酒楼,BR000426
2025-04-16,-2238.77,Songhe Tea House 松鹤茶楼,BR000427
2025-04-16,-2096.88,Songhe Tea House 松鹤茶楼,BR000428
2025-04-16,-1579.45,Yunfan Ticketing 云帆票务,BR000429
2025-04-16,-1199.26,Yunfan Ticketing 云帆票务,BR000430
2025-04-16,-867.21,Jietu Travel Service 捷途旅行社,BR000431
2025-04-16,12872.41,Beichen Trading 北辰贸易,BR000432
2025-04-16,42317.78,Tongda Retail 通达零售,BR000433
2025-04-17,-4052.25,Songhe Tea House 松鹤茶楼,BR000434
2025-04-17,-3593.85,Songhe Tea House 松鹤茶楼,BR000435
2025-04-17,31612.65,Fuyuan Supermarkets 富源超市,BR000436
2025-04-17,60132.13,Anping Hardware 安平五金,BR000437
2025-04-18,-7559.16,Yunfan Ticketing 云帆票务,BR000438
2025-04-18,-2770.02,Yunfan Ticketing 云帆票务,BR000439
2025-04-18,49128.63,Shunfa Wholesale 顺发批发,BR000440
2025-04-18,81255.66,Jinhai Industrial 金海实业,BR000441
2025-04-19,-3070.62,Jietu Travel Service 捷途旅行社,BR000442
2025-04-19,-1015.68,Huaxin Office Supplies 华信办公用品,BR000443
2025-04-20,-571.94,Jiayi Printing 嘉艺印务,BR000444
2025-04-20,18355.62,Fuyuan Supermarkets 富源超市,BR000445
2025-04-20,39551.20,Minghui Manufacturing 明辉制造,BR000446
2025-04-21,-2680.95,Jietu Travel Service 捷途旅行社,BR000447
2025-04-21,-1627.06,Jietu Travel Service 捷途旅行社,BR000448
2025-04-21,-423.68,Huaxin Office Supplies 华信办公用品,BR000449
2025-04-21,33164.83,Qinghe Foods 清禾食品,BR000450
2025-04-21,34642.31,Shunfa Wholesale 顺发批发,BR000451
2025-04-21,34846.70,Anping Hardware 安平五金,BR000452
2025-04-21,37278.55,Yuanhang Technology 远航科技,BR000453
2025-04-21,84132.70,Anping Hardware 安平五金,BR000454
2025-04-21,87833.84,Qinghe Foods 清禾食品,BR000455
2025-04-21,121170.44,Minghui Manufacturing 明辉制造,BR000456
2025-04-22,-2245.19,Jietu Travel Service 捷途旅行社,BR000457
2025-04-22,27070.00,Jinhai Industrial 金海实业,BR000458
2025-04-22,44387.70,Qinghe Foods 清禾食品,BR000459
2025-04-23,-1166.91,Jinyue Restaurant 金悦酒楼,BR000460
2025-04-23,-673.31,Jietu Travel Service 捷途旅行社,BR000461
2025-04-23,31409.65,Jinhai Industrial 金海实业,BR000462
2025-04-23,43629.19,Longsheng Home 隆盛家居,BR000463
2025-04-23,76608.35,Qinghe Foods 清禾食品,BR000464
2025-04-23,108892.70,Jinhai Industrial 金海实业,BR000465
2025-04-24,-3912.36,Jietu Travel Service 捷途旅行社,BR000466
2025-04-24,-1236.99,Songhe Tea House 松鹤茶楼,BR000467
2025-04-24,203110.69,Yuanhang Technology 远航科技,BR000468
2025-04-25,-267140.13,Tianrui Materials 天瑞物资,BR000469
2025-04-25,-238900.78,Ruifeng Components 瑞丰元件,BR000470
2025-04-25,-191921.12,Hongyu Electronics 鸿宇电子,BR000471
2025-04-25,-166175.32,Qianfeng Tax Advisory 千峰税务咨询,BR000472
2025-04-25,-90988.90,Baocheng Plastics 宝成塑料,BR000473
2025-04-25,-63361.90,Wanli Facility Services 万里设施服务,BR000474
2025-04-25,-44572.82,Xingchen Advertising 星辰广告,BR000475
2025-04-25,-29636.67,Anjie Equipment Repair 安捷设备维修,BR000476
2025-04-25,-5901.33,Yunfan Ticketing 云帆票务,BR000477
2025-04-25,-3115.91,Jietu Travel Service 捷途旅行社,BR000478
2025-04-25,-1061.48,Songhe Tea House 松鹤茶楼,BR000479
2025-04-25,-1047.18,Jiayi Printing 嘉艺印务,BR000480
2025-04-26,-283511.20,Dingxin Steel 鼎鑫钢材,BR000481
2025-04-26,-245692.26,Jiahe Packaging 嘉禾包装,BR000482
2025-04-26,-242028.81,Fangzhou Exhibition 方舟会展,BR000483
2025-04-26,-223097.99,Zhiyuan Consulting 智远咨询,BR000484
2025-04-26,-211112.54,Kangda Metals 康达金属,BR000485
2025-04-26,-193996.65,Huamei Textiles 华美纺织,BR000486
2025-04-26,-124265.48,Yongsheng Chemicals 永盛化工,BR000487
2025-04-26,-6056.43,Songhe Tea House 松鹤茶楼,BR000488
2025-04-26,-2169.69,Jietu Travel Service 捷途旅行社,BR000489
2025-04-27,-206103.96,Lianchuang Parts 联创配件,BR000490
2025-04-27,-2614.96,Jietu Travel Service 捷途旅行社,BR000491
2025-04-27,23430.46,Tongda Retail 通达零售,BR000492
2025-04-27,96779.92,Minghui Manufacturing 明辉制造,BR000493
2025-04-28,14177.38,Xinhe Distribution 信和分销,BR000494
2025-04-28,33624.48,Beichen Trading 北辰贸易,BR000495
2025-04-28,72132.41,Jinhai Industrial 金海实业,BR000496
2025-04-28,74531.04,Guangyao Electric 光耀电器,BR000497
2025-04-28,102418.01,Yuanhang Technology 远航科技,BR000498
2025-04-28,174723.29,Fuyuan Supermarkets 富源超市,BR000499
2025-04-29,28012.51,Minghui Manufacturing 明辉制造,BR000500
2025-04-29,30416.29,Tongda Retail 通达零售,BR000501
2025-04-29,38374.02,Fuyuan Supermarkets 富源超市,BR000502
2025-04-29,38910.32,Tongda Retail 通达零售,BR000503
2025-04-29,120690.70,Yuanhang Technology 远航科技,BR000504
2025-04-29,155488.75,Fuyuan Supermarkets 富源超市,BR000505
2025-04-30,-6221.47,Yunfan Ticketing 云帆票务,BR000506
2025-04-30,-3266.92,Yunfan Ticketing 云帆票务,BR000507
2025-04-30,-3228.96,Yunfan Ticketing 云帆票务,BR000508
2025-04-30,-1235.09,Jiayi Printing 嘉艺印务,BR000509
2025-04-30,-1157.61,Jinyue Restaurant 金悦酒楼,BR000510
2025-04-30,-288.41,Bank service charge 银行手续费,BR000511
2025-04-30,26059.25,Anping Hardware 安平五金,BR000512
2025-05-01,-3016.91,Jietu Travel Service 捷途旅行社,BR000513
2025-05-01,-1512.09,Songhe Tea House 松鹤茶楼,BR000514
2025-05-02,-474.69,Huaxin Office Supplies 华信办公用品,BR000515
2025-05-05,24527.10,Fuyuan Supermarkets 富源超市,BR000516
2025-05-05,89618.57,Shunfa Wholesale 顺发批发,BR000517
2025-05-05,115707.45,Xinhe Distribution 信和分销,BR000518
2025-05-06,-60000.00,Hengtai Property 恒泰物业,BR000519
2025-05-06,14179.55,Fuyuan Supermarkets 富源超市,BR000520
2025-05-06,20506.71,Xinhe Distribution 信和分销,BR000521
2025-05-06,34430.22,Beichen Trading 北辰贸易,BR000522
2025-05-06,37242.51,Yuanhang Technology 远航科技,BR000523
2025-05-06,43482.82,Minghui Manufacturing 明辉制造,BR000524
2025-05-06,54770.26,Minghui Manufacturing 明辉制造,BR000525
2025-05-06,55753.36,Fuyuan Supermarkets 富源超市,BR000526
2025-05-06,63997.61,Guangyao Electric 光耀电器,BR000527
2025-05-06,96257.99,Tongda Retail 通达零售,BR000528
2025-05-06,97279.33,Beichen Trading 北辰贸易,BR000529
2025-05-06,117966.11,Xinhe Distribution 信和分销,BR000530
2025-05-06,142638.57,Jinhai Industrial 金海实业,BR000531
2025-05-06,203357.48,Guangyao Electric 光耀电器,BR000532
2025-05-07,-4721.58,Yunfan Ticketing 云帆票务,BR000533
2025-05-07,-596.87,Jiayi Printing 嘉艺印务,BR000534
2025-05-07,16468.90,Shunfa Wholesale 顺发批发,BR000535
2025-05-07,42230.71,Longsheng Home 隆盛家居,BR000536
2025-05-07,48676.24,Yuanhang Technology 远航科技,BR000537
2025-05-07,87452.29,Tongda Retail 通达零售,BR000538
2025-05-08,-5153.60,Yunfan Ticketing 云帆票务,BR000539
2025-05-08,-3338.74,Huaxin Office Supplies 华信办公用品,BR000540
2025-05-08,-1969.84,Songhe Tea House 松鹤茶楼,BR000541
2025-05-08,-1435.45,Jinyue Restaurant 金悦酒楼,BR000542
2025-05-08,-310.97,Jiayi Printing 嘉艺印务,BR000543
2025-05-08,45633.49,Fuyuan Supermarkets 富源超市,BR000544
2025-05-08,147275.94,Fuyuan Supermarkets 富源超市,BR000545
2025-05-09,-1587.48,Jietu Travel Service 捷途旅行社,BR000546
2025-05-09,32926.76,Yuanhang Technology 远航科技,BR000547
2025-05-09,62596.75,Jinhai Industrial 金海实业,BR000548
2025-05-09,145669.52,Longsheng Home 隆盛家居,BR000549
2025-05-10,-475.35,Huaxin Office Supplies 华信办公用品,BR000550
2025-05-11,-3122.57,Jietu Travel Service 捷途旅行社,BR000551
2025-05-11,18773.28,Fuyuan Supermarkets 富源超市,BR000552
2025-05-11,53953.44,Yuanhang Technology 远航科技,BR000553
2025-05-11,77028.73,Minghui Manufacturing 明辉制造,BR000554
2025-05-11,107758.21,Tongda Retail 通达零售,BR000555
2025-05-11,212529.13,Yuanhang Technology 远航科技,BR000556
2025-05-12,-1166.16,Jietu Travel Service 捷途旅行社,BR000557
2025-05-12,33973.53,Longsheng Home 隆盛家居,BR000558
2025-05-12,41065.99,Beichen Trading 北辰贸易,BR000559
2025-05-12,45410.00,Longsheng Home 隆盛家居,BR000560
2025-05-12,71721.52,Shunfa Wholesale 顺发批发,BR000561
2025-05-12,79953.85,Xinhe Distribution 信和分销,BR000562
2025-05-12,93324.17,Shunfa Wholesale 顺发批发,BR000563
2025-05-12,116823.42,Anping Hardware 安平五金,BR000564
2025-05-13,-598008.17,Payroll batch 工资代发,BR000565
2025-05-13,-1197.39,Jinyue Restaurant 金悦酒楼,BR000566
2025-05-13,12384.60,Beichen Trading 北辰贸易,BR000567
2025-05-13,93775.95,Longsheng Home 隆盛家居,BR000568
2025-05-14,-490.99,Huaxin Office Supplies 华信办公用品,BR000569
2025-05-14,61338.58,Tongda Retail 通达零售,BR000570
2025-05-15,-9432.12,Donghu Water and Power 东湖水电,BR000571
2025-05-15,-1531.68,Jietu Travel Service 捷途旅行社,BR000572
2025-05-15,-962.62,Yunfan Ticketing 云帆票务,BR000573
2025-05-15,63920.21,Tongda Retail 通达零售,BR000574
2025-05-16,-961.20,Jiayi Printing 嘉艺印务,BR000575
2025-05-17,-3618.99,Yunfan Ticketing 云帆票务,BR000576
2025-05-17,-3542.05,Jinyue Restaurant 金悦酒楼,BR000577
2025-05-17,-3153.74,Yunfan Ticketing 云帆票务,BR000578
2025-05-17,-1729.55,Songhe Tea House 松鹤茶楼,BR000579
2025-05-17,-1580.51,Jinyue Restaurant 金悦酒楼,BR000580
2025-05-17,-969.97,Huaxin Office Supplies 华信办公用品,BR000581
2025-05-17,-879.69,Yunfan Ticketing 云帆票务,BR000582
2025-05-18,-2670.86,Yunfan Ticketing 云帆票务,BR000583
2025-05-18,55384.64,Beichen Trading 北辰贸易,BR000584
2025-05-19,57179.66,Minghui Manufacturing 明辉制造,BR000585
2025-05-19,80358.47,Longsheng Home 隆盛家居,BR000586
2025-05-19,100120.80,Xinhe Distribution 信和分销,BR000587
2025-05-20,-49535.60,Lianchuang Parts 联创配件,BR000588
2025-05-20,-2288.60,Jinyue Restaurant 金悦酒楼,BR000589
2025-05-20,-1227.52,Songhe Tea House 松鹤茶楼,BR000590
2025-05-20,9170.32,Jinhai Industrial 金海实业,BR000591
2025-05-20,9978.06,Jinhai Industrial 金海实业,BR000592
2025-05-20,57350.96,Minghui Manufacturing 明辉制造,BR000593
2025-05-20,75177.26,Xinhe Distribution 信和分销,BR000594
2025-05-20,259118.06,Guangyao Electric 光耀电器,BR000595
2025-05-21,-3686.94,Jinyue Restaurant 金悦酒楼,BR000596
2025-05-21,-3240.18,Jinyue Restaurant 金悦酒楼,BR000597
2025-05-21,-2382.26,Yunfan Ticketing 云帆票务,BR000598
2025-05-21,-1781.42,Yunfan Ticketing 云帆票务,BR000599
2025-05-21,33573.89,Yuanhang Technology 远航科技,BR000600
2025-05-21,40341.42,Anping Hardware 安平五金,BR000601
2025-05-22,-45121.55,Lianchuang Parts 联创配件,BR000602
2025-05-22,-44699.26,Lianchuang Parts 联创配件,BR000603
2025-05-22,-3660.27,Yunfan Ticketing 云帆票务,BR000604
2025-05-22,-2240.08,Songhe Tea House 松鹤茶楼,BR000605
2025-05-22,-1539.93,Jinyue Restaurant 金悦酒楼,BR000606
2025-05-22,-915.26,Jiayi Printing 嘉艺印务,BR000607
2025-05-22,53947.44,Guangyao Electric 光耀电器,BR000608
2025-05-22,56969.36,Shunfa Wholesale 顺发批发,BR000609
2025-05-22,71506.37,Tongda Retail 通达零售,BR000610
2025-05-22,71627.74,Qinghe Foods 清禾食品,BR000611
2025-05-22,92600.89,Beichen Trading 北辰贸易,BR000612
2025-05-22,99243.84,Tongda Retail 通达零售,BR000613
2025-05-22,160376.88,Longsheng Home 隆盛家居,BR000614
2025-05-23,-176480.72,Baocheng Plastics 宝成塑料,BR000615
2025-05-23,-122686.85,Qianfeng Tax Advisory 千峰税务咨询,BR000616
2025-05-23,-120802.26,Ruifeng Components 瑞丰元件,BR000617
2025-05-23,-115687.54,Huamei Textiles 华美纺织,BR000618
2025-05-23,-1417.15,Songhe Tea House 松鹤茶楼,BR000619
2025-05-23,66948.17,Minghui Manufacturing 明辉制造,BR000620
2025-05-24,-208356.94,Haotian Machinery 昊天机械,BR000621
2025-05-24,-160396.35,Tianrui Materials 天瑞物资,BR000622
2025-05-24,-131944.80,Hongyu Electronics 鸿宇电子,BR000623
2025-05-24,-83681.43,Lianchuang Parts 联创配件,BR000624
2025-05-24,-62918.49,Yongsheng Chemicals 永盛化工,BR000625
2025-05-24,-50096.12,Wanli Facility Services 万里设施服务,BR000626
2025-05-25,-277940.79,Xingchen Advertising 星辰广告,BR000627
2025-05-25,-235686.87,Jiahe Packaging 嘉禾包装,BR000628
2025-05-25,-204144.02,Fangzhou Exhibition 方舟会展,BR000629
2025-05-25,-148996.09,Kangda Metals 康达金属,BR000630
2025-05-25,-130712.38,Zhiyuan Consulting 智远咨询,BR000631
2025-05-25,-39633.19,Anjie Equipment Repair 安捷设备维修,BR000632
2025-05-25,-2180.78,Jietu Travel Service 捷途旅行社,BR000633
2025-05-25,-1541.34,Jietu Travel Service 捷途旅行社,BR000634
2025-05-25,-1072.85,Yunfan Ticketing 云帆票务,BR000635
2025-05-25,19006.69,Yuanhang Technology 远航科技,BR000636
2025-05-25,24679.38,Beichen Trading 北辰贸易,BR000637
2025-05-25,45207.30,Shunfa Wholesale 顺发批发,BR000638
2025-05-25,79117.32,Xinhe Distribution 信和分销,BR000639
2025-05-25,88796.91,Beichen Trading 北辰贸易,BR000640
2025-05-26,-141859.81,Dingxin Steel 鼎鑫钢材,BR000641
2025-05-26,-5593.47,Jietu Travel Service 捷途旅行社,BR000642
2025-05-26,-1893.61,Jinyue Restaurant 金悦酒楼,BR000643
2025-05-26,17024.58,Fuyuan Supermarkets 富源超市,BR000644
2025-05-26,24483.68,Tongda Retail 通达零售,BR000645
2025-05-26,36491.75,Guangyao Electric 光耀电器,BR000646
2025-05-26,41621.58,Jinhai Industrial 金海实业,BR000647
2025-05-26,54633.84,Guangyao Electric 光耀电器,BR000648
2025-05-26,64913.96,Yuanhang Technology 远航科技,BR000649
2025-05-26,72794.80,Qinghe Foods 清禾食品,BR000650
2025-05-26,92216.00,Guangyao Electric 光耀电器,BR000651
2025-05-27,-2853.23,Jinyue Restaurant 金悦酒楼,BR000652
2025-05-27,-2404.66,Jiayi Printing 嘉艺印务,BR000653
2025-05-27,-2127.35,Jietu Travel Service 捷途旅行社,BR000654
2025-05-27,57828.81,Beichen Trading 北辰贸易,BR000655
2025-05-27,73127.68,Guangyao Electric 光耀电器,BR000656
2025-05-28,-3416.86,Jietu Travel Service 捷途旅行社,BR000657
2025-05-28,-2079.66,Jinyue Restaurant 金悦酒楼,BR000658
2025-05-28,-1478.79,Jietu Travel Service 捷途旅行社,BR000659
2025-05-28,-1460.29,Jietu Travel Service 捷途旅行社,BR000660
2025-05-28,47821.46,Qinghe Foods 清禾食品,BR000661
2025-05-28,48856.33,Longsheng Home 隆盛家居,BR000662
2025-05-29,-3873.28,Jinyue Restaurant 金悦酒楼,BR000663
2025-05-29,-849.81,Songhe Tea House 松鹤茶楼,BR000664
2025-05-29,-765.58,Huaxin Office Supplies 华信办公用品,BR000665
2025-05-29,11972.88,Fuyuan Supermarkets 富源超市,BR000666
2025-05-29,16120.76,Minghui Manufacturing 明辉制造,BR000667
2025-05-29,24461.56,Anping Hardware 安平五金,BR000668
2025-05-29,25486.49,Fuyuan Supermarkets 富源超市,BR000669
2025-05-29,74138.97,Anping Hardware 安平五金,BR000670
2025-05-30,-3448.32,Jietu Travel Service 捷途旅行社,BR000671
2025-05-30,-2189.78,Songhe Tea House 松鹤茶楼,BR000672
2025-05-30,-791.51,Jiayi Printing 嘉艺印务,BR000673
2025-05-30,-213.35,Bank service charge 银行手续费,BR000674
2025-05-30,53062.49,Longsheng Home 隆盛家居,BR000675
2025-05-30,89862.11,Minghui Manufacturing 明辉制造,BR000676
2025-05-31,-2827.81,Jietu Travel Service 捷途旅行社,BR000677
2025-05-31,-1590.79,Huaxin Office Supplies 华信办公用品,BR000678
2025-05-31,-1442.71,Songhe Tea House 松鹤茶楼,BR000679
2025-06-01,-525.25,Huaxin Office Supplies 华信办公用品,BR000680
2025-06-02,17761.01,Guangyao Electric 光耀电器,BR000681
2025-06-02,46317.58,Fuyuan Supermarkets 富源超市,BR000682
2025-06-02,58719.86,Longsheng Home 隆盛家居,BR000683
2025-06-03,-1213.70,Jietu Travel Service 捷途旅行社,BR000684
2025-06-03,45972.52,Beichen Trading 北辰贸易,BR000685
2025-06-04,-5468.73,Jietu Travel Service 捷途旅行社,BR000686
2025-06-04,-2771.83,Yunfan Ticketing 云帆票务,BR000687
2025-06-04,-2388.95,Jietu Travel Service 捷途旅行社,BR000688
2025-06-04,-2349.77,Jietu Travel Service 捷途旅行社,BR000689
2025-06-04,-2095.51,Jietu Travel Service 捷途旅行社,BR000690
2025-06-04,65615.99,Jinhai Industrial 金海实业,BR000691
2025-06-04,101089.69,Beichen Trading 北辰贸易,BR000692
2025-06-05,-1781.73,Jietu Travel Service 捷途旅行社,BR000693
2025-06-05,-1593.71,Yunfan Ticketing 云帆票务,BR000694
2025-06-05,69626.69,Minghui Manufacturing 明辉制造,BR000695
2025-06-06,-60000.00,Hengtai Property 恒泰物业,BR000696
2025-06-06,-1979.56,Huaxin Office Supplies 华信办公用品,BR000697
2025-06-06,-687.56,Huaxin Office Supplies 华信办公用品,BR000698
2025-06-06,28757.17,Longsheng Home 隆盛家居,BR000699
2025-06-06,69843.51,Shunfa Wholesale 顺发批发,BR000700
2025-06-06,88825.36,Anping Hardware 安平五金,BR000701
2025-06-08,-2270.53,Jinyue Restaurant 金悦酒楼,BR000702
2025-06-08,-1097.22,Jietu Travel Service 捷途旅行社,BR000703
2025-06-08,-419.87,Jiayi Printing 嘉艺印务,BR000704
2025-06-08,159897.54,Xinhe Distribution 信和分销,BR000705
2025-06-09,-1344.03,Yunfan Ticketing 云帆票务,BR000706
2025-06-09,-997.80,Jinyue Restaurant 金悦酒楼,BR000707
2025-06-09,42361.98,Longsheng Home 隆盛家居,BR000708
2025-06-09,116616.75,Xinhe Distribution 信和分销,BR000709
2025-06-09,160059.58,Shunfa Wholesale 顺发批发,BR000710
2025-06-10,-1598.31,Songhe Tea House 松鹤茶楼,BR000711
2025-06-10,-726.13,Yunfan Ticketing 云帆票务,BR000712
2025-06-10,-688.93,Huaxin Office Supplies 华信办公用品,BR000713
2025-06-10,51594.07,Beichen Trading 北辰贸易,BR000714
2025-06-11,-2455.37,Jietu Travel Service 捷途旅行社,BR000715
2025-06-11,-2317.64,Yunfan Ticketing 云帆票务,BR000716
2025-06-11,75476.80,Jinhai Industrial 金海实业,BR000717
2025-06-11,104511.30,Anping Hardware 安平五金,BR000718
2025-06-11,188722.46,Tongda Retail 通达零售,BR000719
2025-06-12,-5127.80,Songhe Tea House 松鹤茶楼,BR000720
2025-06-12,-3696.75,Songhe Tea House 松鹤茶楼,BR000721
2025-06-12,-2354.63,Yunfan Ticketing 云帆票务,BR000722
2025-06-12,-1436.44,Songhe Tea House 松鹤茶楼,BR000723
2025-06-12,-476.40,Huaxin Office Supplies 华信办公用品,BR000724
2025-06-12,21410.17,Beichen Trading 北辰贸易,BR000725
2025-06-12,47526.99,Qinghe Foods 清禾食品,BR000726
2025-06-12,60055.18,Jinhai Industrial 金海实业,BR000727
2025-06-13,-608284.39,Payroll batch 工资代发,BR000728
2025-06-13,-3150.25,Jietu Travel Service 捷途旅行社,BR000729
2025-06-13,-3138.97,Jietu Travel Service 捷途旅行社,BR000730
2025-06-13,-2545.78,Jietu Travel Service 捷途旅行社,BR000731
2025-06-14,-2456.94,Jinyue Restaurant 金悦酒楼,BR000732
2025-06-15,-1585.93,Songhe Tea House 松鹤茶楼,BR000733
2025-06-15,-1447.86,Jinyue Restaurant 金悦酒楼,BR000734
2025-06-15,-857.32,Yunfan Ticketing 云帆票务,BR000735
2025-06-15,70557.63,Longsheng Home 隆盛家居,BR000736
2025-06-15,74636.32,Guangyao Electric 光耀电器,BR000737
2025-06-16,26110.23,Minghui Manufacturing 明辉制造,BR000738
2025-06-16,63539.41,Beichen Trading 北辰贸易,BR000739
2025-06-16,70667.97,Fuyuan Supermarkets 富源超市,BR000740
2025-06-16,81716.75,Shunfa Wholesale 顺发批发,BR000741
2025-06-16,119629.31,Fuyuan Supermarkets 富源超市,BR000742
2025-06-16,155172.90,Fuyuan Supermarkets 富源超市,BR000743
2025-06-17,-2060.95,Jietu Travel Service 捷途旅行社,BR000744
2025-06-17,-1995.82,Jietu Travel Service 捷途旅行社,BR000745
2025-06-17,-1655.55,Yunfan Ticketing 云帆票务,BR000746
2025-06-17,9841.25,Longsheng Home 隆盛家居,BR000747
2025-06-17,26288.04,Anping Hardware 安平五金,BR000748
2025-06-17,28209.55,Minghui Manufacturing 明辉制造,BR000749
2025-06-17,60191.34,Qinghe Foods 清禾食品,BR000750
2025-06-17,98260.80,Minghui Manufacturing 明辉制造,BR000751
2025-06-17,108333.86,Yuanhang Technology 远航科技,BR000752
2025-06-17,150141.96,Yuanhang Technology 远航科技,BR000753
2025-06-18,-13901.12,Donghu Water and Power 东湖水电,BR000754
2025-06-18,-3208.14,Yunfan Ticketing 云帆票务,BR000755
2025-06-18,-1898.99,Yunfan Ticketing 云帆票务,BR000756
2025-06-18,-1694.95,Yunfan Ticketing 云帆票务,BR000757
2025-06-18,-1678.14,Jietu Travel Service 捷途旅行社,BR000758
2025-06-18,26882.45,Guangyao Electric 光耀电器,BR000759
2025-06-18,83267.64,Guangyao Electric 光耀电器,BR000760
2025-06-19,-686.62,Songhe Tea House 松鹤茶楼,BR000761
2025-06-19,-653.98,Jiayi Printing 嘉艺印务,BR000762
2025-06-19,-301.90,Jiayi Printing 嘉艺印务,BR000763
2025-06-19,26555.43,Yuanhang Technology 远航科技,BR000764
2025-06-19,33972.67,Fuyuan Supermarkets 富源超市,BR000765
2025-06-20,-4497.12,Songhe Tea House 松鹤茶楼,BR000766
2025-06-20,-869.71,Jietu Travel Service 捷途旅行社,BR000767
2025-06-21,-3366.38,Songhe Tea House 松鹤茶楼,BR000768
2025-06-21,-1711.78,Jinyue Restaurant 金悦酒楼,BR000769
2025-06-21,-1494.95,Jinyue Restaurant 金悦酒楼,BR000770
2025-06-21,-1077.59,Jiayi Printing 嘉艺印务,BR000771
2025-06-21,-622.40,Jietu Travel Service 捷途旅行社,BR000772
2025-06-22,-597.06,Huaxin Office Supplies 华信办公用品,BR000773
2025-06-22,29378.75,Beichen Trading 北辰贸易,BR000774
2025-06-22,59847.37,Beichen Trading 北辰贸易,BR000775
2025-06-22,133544.90,Beichen Trading 北辰贸易,BR000776
2025-06-23,-5732.62,Yunfan Ticketing 云帆票务,BR000777
2025-06-23,-5230.18,Yunfan Ticketing 云帆票务,BR000778
2025-06-23,-2521.68,Yunfan Ticketing 云帆票务,BR000779
2025-06-23,-2053.70,Yunfan Ticketing 云帆票务,BR000780
2025-06-23,11547.37,Tongda Retail 通达零售,BR000781
2025-06-23,20390.19,Beichen Trading 北辰贸易,BR000782
2025-06-23,68614.97,Qinghe Foods 清禾食品,BR000783
2025-06-23,103801.17,Xinhe Distribution 信和分销,BR000784
2025-06-24,-9017.76,Yunfan Ticketing 云帆票务,BR000785
2025-06-24,-2851.92,Songhe Tea House 松鹤茶楼,BR000786
2025-06-24,-2217.02,Jietu Travel Service 捷途旅行社,BR000787
2025-06-24,-211.37,Huaxin Office Supplies 华信办公用品,BR000788
2025-06-24,24434.83,Tongda Retail 通达零售,BR000789
2025-06-25,-338046.13,Qianfeng Tax Advisory 千峰税务咨询,BR000790
2025-06-25,-163358.14,Yongsheng Chemicals 永盛化工,BR000791
2025-06-25,-102179.79,Lianchuang Parts 联创配件,BR000792
2025-06-25,-416.75,Huaxin Office Supplies 华信办公用品,BR000793
2025-06-25,64962.21,Guangyao Electric 光耀电器,BR000794
2025-06-25,83066.54,Tongda Retail 通达零售,BR000795
2025-06-26,-234015.83,Hongyu Electronics 鸿宇电子,BR000796
2025-06-26,-169763.90,Zhiyuan Consulting 智远咨询,BR000797
2025-06-26,-143979.23,Xingchen Advertising 星辰广告,BR000798
2025-06-26,-139187.55,Tianrui Materials 天瑞物资,BR000799
2025-06-26,-124696.54,Huamei Textiles 华美纺织,BR000800
2025-06-26,-74238.56,Kangda Metals 康达金属,BR000801
2025-06-26,-3304.04,Jinyue Restaurant 金悦酒楼,BR000802
2025-06-26,-1212.39,Jinyue Restaurant 金悦酒楼,BR000803
2025-06-26,-1015.74,Yunfan Ticketing 云帆票务,BR000804
2025-06-26,-710.64,Jiayi Printing 嘉艺印务,BR000805
2025-06-26,-314.53,Huaxin Office Supplies 华信办公用品,BR000806
2025-06-26,13238.36,Minghui Manufacturing 明辉制造,BR000807
2025-06-26,38628.44,Tongda Retail 通达零售,BR000808
2025-06-26,42257.88,Tongda Retail 通达零售,BR000809
2025-06-26,52097.64,Anping Hardware 安平五金,BR000810
2025-06-26,80664.46,Longsheng Home 隆盛家居,BR000811
2025-06-26,100665.90,Guangyao Electric 光耀电器,BR000812
2025-06-27,-182954.23,Ruifeng Components 瑞丰元件,BR000813
2025-06-27,-181641.34,Dingxin Steel 鼎鑫钢材,BR000814
2025-06-27,-154841.27,Jiahe Packaging 嘉禾包装,BR000815
2025-06-27,-91335.22,Wanli Facility Services 万里设施服务,BR000816
2025-06-27,-49133.79,Anjie Equipment Repair 安捷设备维修,BR000817
